Date,Country,State,Product_Category,Product_Name,Quantity,Base_Price_EUR,Discount_Percentage,Final_Price_EUR,Total_Sale_EUR,Order_ID,Dealer_ID,Warranty_Years,Payment_Terms,Delivery_Terms
54:21.4,USA,Florida,Recycling Solutions,Washing Plant,3,144571.63,5.8,136185.34,408556.03,ORD-202208-1947,DEL-487,1,30 Days,DDP
03:09.1,Germany,Berlin,Concrete Preparation,Transit Mixer,1,91223.65,14.71,77805.82,77805.82,ORD-202208-5374,DEL-353,5,Immediate,EXW
11:56.8,Netherlands,State 2,Special Equipment,Sludge Pump,1,53436.51,7.98,49169.94,49169.94,ORD-202208-6534,DEL-184,5,Immediate,EXW
20:44.4,India,Tamil Nadu,Special Equipment,Sludge Pump,3,65708.34,4.65,62653.84,187961.51,ORD-202208-5263,DEL-838,1,90 Days,FOB
29:32.1,Netherlands,State 2,Concrete Preparation,Transit Mixer,2,94383.12,7.53,87278.61,174557.21,ORD-202208-8033,DEL-847,2,60 Days,DDP
38:19.7,Netherlands,State 2,Placing Equipment,Concrete Placing Boom,2,123011.79,9.16,111747.33,223494.65,ORD-202208-3163,DEL-982,2,Immediate,EXW
47:07.4,USA,Texas,Concrete Pumps,Stationary Pump BP1400,2,132222.45,5.73,124643.2,249286.4,ORD-202208-5459,DEL-709,2,30 Days,FOB
55:55.1,Sweden,State 1,Concrete Pumps,Mobile Pump,1,278338.7,10.34,249552.65,249552.65,ORD-202208-7354,DEL-372,5,60 Days,EXW
04:42.7,USA,California,Concrete Pumps,Stationary Pump BP350,1,92001.63,2.67,89541.45,89541.45,ORD-202209-3213,DEL-115,1,30 Days,CIF
13:30.4,India,Punjab,Special Equipment,Foundation Equipment,3,268482.19,9.63,242634.58,727903.74,ORD-202209-1739,DEL-574,1,60 Days,DDP
22:18.1,Austria,State 3,Recycling Solutions,Washing Plant,2,206545.14,10.25,185379.76,370759.52,ORD-202209-8605,DEL-254,5,60 Days,CIF
31:05.7,Russia,State 3,Concrete Pumps,Mobile Pump,3,233828.5,7.77,215650.23,646950.69,ORD-202209-6909,DEL-563,3,60 Days,EXW
39:53.4,India,Maharashtra,Concrete Preparation,Concrete Batching Plant,3,300768.55,0.24,300046.4,900139.21,ORD-202209-7215,DEL-276,5,30 Days,EXW
48:41.1,Netherlands,State 3,Recycling Solutions,Washing Plant,2,133739.55,11.21,118740.89,237481.78,ORD-202209-1886,DEL-231,3,90 Days,FOB
57:28.7,Germany,Hesse,Placing Equipment,Concrete Placing Boom,1,130868.45,4.28,125271.62,125271.62,ORD-202209-3363,DEL-732,5,60 Days,EXW
06:16.4,Germany,Bavaria,Recycling Solutions,Washing Plant,3,193658.53,2.66,188513.37,565540.11,ORD-202209-6899,DEL-260,1,30 Days,CIF
15:04.1,Germany,Baden-Württemberg,Placing Equipment,Concrete Placing Boom,3,131340.08,5.16,124564.26,373692.79,ORD-202209-2322,DEL-643,3,Immediate,FOB
23:51.7,Austria,State 1,Concrete Pumps,Mobile Pump,2,284364.82,12.09,249992.24,499984.48,ORD-202209-7562,DEL-306,5,90 Days,EXW
32:39.4,India,Telangana,Concrete Pumps,Stationary Pump BP1400,1,132405.85,14.75,112873.91,112873.91,ORD-202209-5378,DEL-820,3,60 Days,CIF
41:27.0,China,Beijing,Concrete Pumps,Stationary Pump BP1400,3,154321.32,10.86,137568.28,412704.84,ORD-202209-4645,DEL-843,3,Immediate,CIF
50:14.7,India,Karnataka,Recycling Solutions,Washing Plant,1,204178.14,1.79,200521.15,200521.15,ORD-202209-7367,DEL-648,1,30 Days,CIF
59:02.4,USA,California,Concrete Preparation,Concrete Batching Plant,1,321182.43,12.79,280095.35,280095.35,ORD-202209-6294,DEL-709,5,90 Days,FOB
07:50.0,Austria,State 3,Recycling Solutions,Recycling Plant,3,317225.95,12.65,277107.2,831321.6,ORD-202209-6789,DEL-462,2,90 Days,FOB
16:37.7,USA,Illinois,Concrete Pumps,Stationary Pump BP1400,3,168574.28,10.88,150232.41,450697.22,ORD-202209-8004,DEL-431,2,90 Days,EXW
25:25.4,India,Gujarat,Placing Equipment,Separate Placing Boom,2,102749.45,13.52,88856.83,177713.66,ORD-202209-5650,DEL-123,2,Immediate,CIF
34:13.0,USA,Illinois,Special Equipment,Sludge Pump,3,87911.78,4.62,83852.71,251558.13,ORD-202209-4371,DEL-803,2,90 Days,EXW
43:00.7,USA,Florida,Concrete Preparation,Transit Mixer,1,125902.42,1.69,123773.82,123773.82,ORD-202209-8424,DEL-728,5,Immediate,FOB
51:48.4,Germany,Baden-Württemberg,Placing Equipment,Concrete Placing Boom,2,156287.62,11.6,138159.96,276319.92,ORD-202209-1147,DEL-531,1,90 Days,CIF
00:36.0,Germany,North Rhine-Westphalia,Concrete Pumps,Stationary Pump BP350,2,88303.54,9.53,79884.96,159769.92,ORD-202209-4216,DEL-695,2,60 Days,CIF
09:23.7,USA,New York,Concrete Preparation,Transit Mixer,3,118279.45,8.27,108501.64,325504.92,ORD-202209-7635,DEL-911,5,90 Days,DDP
18:11.3,UK,State 2,Recycling Solutions,Recycling Plant,3,293813.92,0.3,292927.7,878783.11,ORD-202209-6676,DEL-889,1,Immediate,FOB
26:59.0,Brazil,State 3,Concrete Preparation,Concrete Batching Plant,1,223277.04,7.12,207387.37,207387.37,ORD-202209-3483,DEL-977,3,Immediate,DDP
35:46.7,Brazil,State 2,Placing Equipment,Separate Placing Boom,1,90468.72,8.68,82615.64,82615.64,ORD-202209-3113,DEL-579,1,Immediate,DDP
44:34.3,Australia,State 2,Concrete Pumps,Stationary Pump BP1800,2,174928.11,8.32,160370.79,320741.58,ORD-202209-7291,DEL-964,1,30 Days,DDP
53:22.0,Sweden,State 1,Recycling Solutions,Washing Plant,1,167851.93,7.74,154854.26,154854.26,ORD-202209-4889,DEL-161,2,90 Days,DDP
02:09.7,Austria,State 2,Placing Equipment,Concrete Placing Boom,1,146790.02,12.81,127981.57,127981.57,ORD-202209-4191,DEL-705,5,Immediate,FOB
10:57.3,Germany,Baden-Württemberg,Special Equipment,Sludge Pump,3,50097.07,6.77,46703.22,140109.65,ORD-202209-5747,DEL-834,1,Immediate,DDP
19:45.0,Austria,State 2,Special Equipment,Trenchless Equipment,1,142651.42,6.8,132956.59,132956.59,ORD-202209-7045,DEL-624,5,Immediate,CIF
28:32.7,Germany,Bavaria,Concrete Preparation,Concrete Batching Plant,2,270630.81,2.81,263021.95,526043.91,ORD-202209-6473,DEL-468,5,30 Days,EXW
37:20.3,India,West Bengal,Placing Equipment,Separate Placing Boom,1,102940.46,0.97,101942.27,101942.27,ORD-202209-7432,DEL-454,3,90 Days,CIF
46:08.0,India,Telangana,Recycling Solutions,Washing Plant,2,165995.23,1.92,162803.98,325607.96,ORD-202209-1951,DEL-391,1,90 Days,EXW
54:55.6,India,Karnataka,Concrete Pumps,Mobile Pump,1,336381.32,7.25,311999.04,311999.04,ORD-202209-7130,DEL-258,5,90 Days,EXW
03:43.3,UK,State 2,Recycling Solutions,Washing Plant,3,194021.95,14.02,166827.12,500481.35,ORD-202209-6066,DEL-113,1,Immediate,CIF
12:31.0,Germany,Bavaria,Placing Equipment,Separate Placing Boom,3,122052.51,3.32,118000.1,354000.31,ORD-202209-5771,DEL-487,5,Immediate,FOB
21:18.6,Netherlands,State 1,Recycling Solutions,Recycling Plant,1,258727.22,3.2,250457.07,250457.07,ORD-202209-7322,DEL-792,5,Immediate,FOB
30:06.3,France,State 3,Concrete Preparation,Transit Mixer,2,120907.89,2.84,117473.43,234946.86,ORD-202209-4725,DEL-976,2,30 Days,DDP
38:54.0,Russia,State 1,Special Equipment,Sludge Pump,3,76607.36,9.28,69496.07,208488.21,ORD-202209-2376,DEL-441,1,Immediate,DDP
47:41.6,Brazil,State 1,Concrete Preparation,Concrete Batching Plant,3,255304.9,7.3,236665.44,709996.32,ORD-202209-8678,DEL-122,1,60 Days,EXW
56:29.3,Netherlands,State 2,Concrete Pumps,Mobile Pump,1,251271.12,5.41,237683.24,237683.24,ORD-202209-1426,DEL-297,1,30 Days,CIF
05:17.0,Australia,State 2,Recycling Solutions,Recycling Plant,3,278550.46,2.45,271738.58,815215.74,ORD-202209-2930,DEL-414,5,30 Days,DDP
14:04.6,Germany,Bavaria,Placing Equipment,Concrete Placing Boom,1,133329.05,9.45,120730.01,120730.01,ORD-202209-7684,DEL-340,3,30 Days,FOB
22:52.3,India,Delhi,Concrete Pumps,Stationary Pump BP350,3,106834.86,12.87,93082.98,279248.94,ORD-202209-3579,DEL-503,3,60 Days,DDP
31:39.9,USA,Illinois,Special Equipment,Trenchless Equipment,2,120107.92,1.98,117732.05,235464.09,ORD-202209-9113,DEL-503,2,90 Days,CIF
40:27.6,Austria,State 1,Placing Equipment,Concrete Placing Boom,2,99613.55,14.47,85196.54,170393.07,ORD-202209-4172,DEL-393,2,Immediate,CIF
49:15.3,Russia,State 1,Recycling Solutions,Recycling Plant,3,279522.4,12.11,245663.78,736991.35,ORD-202209-8729,DEL-105,5,90 Days,EXW
58:02.9,Austria,State 2,Special Equipment,Sludge Pump,1,63059.56,2.95,61200.84,61200.84,ORD-202209-1173,DEL-170,3,Immediate,EXW
06:50.6,Austria,State 3,Special Equipment,Trenchless Equipment,3,184713.34,4.96,175553.04,526659.12,ORD-202209-8458,DEL-670,1,Immediate,FOB
15:38.3,Russia,State 2,Recycling Solutions,Recycling Plant,2,248007.98,2.77,241147.37,482294.74,ORD-202209-1074,DEL-852,1,60 Days,CIF
24:25.9,USA,Florida,Placing Equipment,Separate Placing Boom,3,114557.49,12.66,100049.67,300149.02,ORD-202209-9114,DEL-633,1,90 Days,EXW
33:13.6,Russia,State 2,Special Equipment,Trenchless Equipment,1,175992.89,14.37,150695,150695,ORD-202209-8710,DEL-826,5,60 Days,DDP
42:01.3,USA,Texas,Recycling Solutions,Washing Plant,2,153732.78,12.02,135254.61,270509.22,ORD-202209-4562,DEL-628,3,90 Days,DDP
50:48.9,Russia,State 3,Placing Equipment,Separate Placing Boom,3,98507.48,10.95,87717.43,263152.3,ORD-202209-6452,DEL-512,1,90 Days,DDP
59:36.6,India,Gujarat,Recycling Solutions,Recycling Plant,3,329933.48,15,280449.31,841347.94,ORD-202209-9929,DEL-970,5,30 Days,DDP
08:24.3,Netherlands,State 2,Concrete Preparation,Transit Mixer,1,103764.52,7.79,95681.83,95681.83,ORD-202210-6448,DEL-239,5,Immediate,DDP
17:11.9,USA,Texas,Concrete Preparation,Concrete Batching Plant,1,178459.58,10.52,159690.83,159690.83,ORD-202210-8497,DEL-543,3,Immediate,FOB
25:59.6,Germany,Berlin,Concrete Preparation,Concrete Batching Plant,1,320104.02,14.63,273287.79,273287.79,ORD-202210-1719,DEL-914,3,30 Days,DDP
34:47.2,USA,California,Recycling Solutions,Washing Plant,1,154073.11,1.37,151968.93,151968.93,ORD-202210-6058,DEL-387,3,30 Days,DDP
43:34.9,USA,New York,Placing Equipment,Separate Placing Boom,3,84955.04,8.15,78031.64,234094.92,ORD-202210-9100,DEL-702,5,60 Days,CIF
52:22.6,India,Karnataka,Concrete Pumps,Stationary Pump BP1400,3,145496.89,2.36,142059.45,426178.34,ORD-202210-2923,DEL-813,1,Immediate,DDP
01:10.2,Brazil,State 3,Concrete Pumps,Stationary Pump BP1800,2,199361.73,9.05,181319.85,362639.69,ORD-202210-6405,DEL-309,5,30 Days,CIF
09:57.9,USA,Florida,Placing Equipment,Separate Placing Boom,3,93358.38,8.92,85033.38,255100.13,ORD-202210-8886,DEL-812,5,30 Days,DDP
18:45.6,Austria,State 1,Concrete Preparation,Transit Mixer,1,117202.2,8.3,107479.88,107479.88,ORD-202210-4591,DEL-732,2,90 Days,DDP
27:33.2,USA,Texas,Concrete Preparation,Transit Mixer,2,124758.77,7,116028.76,232057.53,ORD-202210-2133,DEL-561,2,30 Days,EXW
36:20.9,Germany,Berlin,Special Equipment,Foundation Equipment,1,211677.75,10.9,188607.4,188607.4,ORD-202210-6484,DEL-311,2,Immediate,EXW
45:08.6,Germany,Baden-Württemberg,Special Equipment,Trenchless Equipment,2,132711.45,8.7,121161.51,242323.01,ORD-202210-9406,DEL-371,5,90 Days,FOB
53:56.2,China,Jiangsu,Concrete Pumps,Stationary Pump BP350,2,117245.11,11.13,104200.69,208401.39,ORD-202210-8655,DEL-683,3,60 Days,EXW
02:43.9,Germany,Hesse,Placing Equipment,Separate Placing Boom,2,78908.86,12.43,69099.59,138199.18,ORD-202210-7863,DEL-804,3,60 Days,DDP
11:31.5,Germany,Baden-Württemberg,Placing Equipment,Concrete Placing Boom,3,129647.97,14.13,111326.62,333979.86,ORD-202210-6426,DEL-884,1,60 Days,FOB
20:19.2,India,Tamil Nadu,Concrete Pumps,Stationary Pump BP1800,1,181441.59,13.9,156229.03,156229.03,ORD-202210-5370,DEL-307,5,60 Days,EXW
29:06.9,India,Punjab,Concrete Preparation,Transit Mixer,1,99624.71,1.9,97736.43,97736.43,ORD-202210-3320,DEL-983,1,60 Days,CIF
37:54.5,Netherlands,State 1,Concrete Preparation,Transit Mixer,2,93602.68,11.11,83199.87,166399.74,ORD-202210-4712,DEL-260,2,90 Days,FOB
46:42.2,USA,Florida,Concrete Preparation,Concrete Batching Plant,3,255415.2,7.36,236616.37,709849.11,ORD-202210-4594,DEL-893,2,60 Days,EXW
55:29.9,Russia,State 3,Placing Equipment,Concrete Placing Boom,2,163541.62,5.33,154822.75,309645.5,ORD-202210-5566,DEL-523,2,90 Days,EXW
04:17.5,India,Telangana,Recycling Solutions,Washing Plant,2,166613.97,13.69,143797.68,287595.36,ORD-202210-5820,DEL-762,2,30 Days,DDP
13:05.2,USA,New York,Special Equipment,Foundation Equipment,1,194751.48,6.43,182234.84,182234.84,ORD-202210-4427,DEL-643,3,60 Days,DDP
21:52.9,USA,Florida,Concrete Pumps,Mobile Pump,1,348539.45,4.32,333483.26,333483.26,ORD-202210-7867,DEL-552,5,Immediate,FOB
30:40.5,Austria,State 2,Recycling Solutions,Washing Plant,3,190434.84,13.28,165148.76,495446.27,ORD-202210-1670,DEL-224,5,30 Days,DDP
39:28.2,India,Tamil Nadu,Concrete Pumps,Stationary Pump BP1400,2,146031.04,0.25,145661.77,291323.53,ORD-202210-5739,DEL-749,3,90 Days,FOB
48:15.8,Brazil,State 1,Recycling Solutions,Recycling Plant,1,258292.48,2.54,251737.47,251737.47,ORD-202210-8723,DEL-416,1,90 Days,EXW
57:03.5,India,Delhi,Recycling Solutions,Washing Plant,1,133224.12,7.22,123605.62,123605.62,ORD-202210-8715,DEL-748,3,60 Days,FOB
05:51.2,Russia,State 1,Special Equipment,Sludge Pump,3,69017.18,7.97,63519.87,190559.6,ORD-202210-2424,DEL-339,2,90 Days,CIF
14:38.8,Germany,Bavaria,Placing Equipment,Concrete Placing Boom,2,161491.85,6.8,150506.62,301013.24,ORD-202210-8252,DEL-118,3,90 Days,EXW
23:26.5,USA,Illinois,Special Equipment,Sludge Pump,1,48058.22,5.86,45242.98,45242.98,ORD-202210-6145,DEL-181,2,90 Days,EXW
32:14.2,India,Telangana,Special Equipment,Sludge Pump,1,82548.49,1.72,81125.01,81125.01,ORD-202210-7298,DEL-773,5,90 Days,CIF
41:01.8,Austria,State 2,Placing Equipment,Separate Placing Boom,1,84426.33,11.58,74649.17,74649.17,ORD-202210-9070,DEL-398,3,30 Days,CIF
49:49.5,India,Gujarat,Special Equipment,Trenchless Equipment,2,140434.94,10.59,125562.42,251124.83,ORD-202210-1229,DEL-742,5,30 Days,DDP
58:37.2,Germany,North Rhine-Westphalia,Placing Equipment,Separate Placing Boom,1,88718.75,6.8,82686.12,82686.12,ORD-202210-2171,DEL-541,2,90 Days,CIF
07:24.8,France,State 1,Placing Equipment,Separate Placing Boom,2,110127.25,3.17,106631.03,213262.06,ORD-202210-3718,DEL-441,1,60 Days,CIF
16:12.5,Germany,Baden-Württemberg,Recycling Solutions,Recycling Plant,2,218603.09,0.67,217146.3,434292.6,ORD-202210-8120,DEL-600,2,60 Days,DDP
25:00.1,Brazil,State 2,Recycling Solutions,Washing Plant,3,151546.32,9.18,137628.8,412886.4,ORD-202210-6217,DEL-982,2,Immediate,CIF
33:47.8,India,Karnataka,Recycling Solutions,Recycling Plant,2,245459.48,2.26,239901.64,479803.27,ORD-202210-8093,DEL-645,2,90 Days,CIF
42:35.5,India,Telangana,Recycling Solutions,Washing Plant,3,161995.42,2.04,158684.63,476053.9,ORD-202210-1905,DEL-516,1,90 Days,FOB
51:23.1,India,Tamil Nadu,Concrete Pumps,Stationary Pump BP1800,2,173363.3,14.83,147646.5,295293.01,ORD-202210-4841,DEL-330,5,60 Days,CIF
00:10.8,India,Punjab,Concrete Pumps,Stationary Pump BP350,3,115945.43,14.82,98765.81,296297.44,ORD-202210-9509,DEL-101,2,Immediate,CIF
08:58.5,India,Karnataka,Special Equipment,Foundation Equipment,3,199143.77,10.93,177386.14,532158.43,ORD-202210-4007,DEL-423,2,60 Days,DDP
17:46.1,Brazil,State 2,Concrete Preparation,Transit Mixer,2,111253.37,8.8,101466.19,202932.38,ORD-202210-5241,DEL-946,3,Immediate,EXW
26:33.8,Austria,State 1,Concrete Preparation,Transit Mixer,1,127327.86,11.68,112461.88,112461.88,ORD-202210-4851,DEL-853,2,Immediate,DDP
35:21.5,USA,Texas,Recycling Solutions,Recycling Plant,3,264725.33,8.36,242601.11,727803.32,ORD-202210-1635,DEL-527,1,90 Days,CIF
44:09.1,Austria,State 1,Placing Equipment,Separate Placing Boom,3,98451.61,14.72,83957.52,251872.57,ORD-202210-4314,DEL-132,1,30 Days,DDP
52:56.8,India,Punjab,Concrete Pumps,Mobile Pump,2,310362.55,8.32,284532.27,569064.54,ORD-202210-3719,DEL-468,2,90 Days,CIF
01:44.5,USA,Texas,Placing Equipment,Separate Placing Boom,2,99202.36,6.18,93071.85,186143.69,ORD-202210-2113,DEL-992,3,Immediate,EXW
10:32.1,Brazil,State 3,Recycling Solutions,Recycling Plant,1,246467.41,1.93,241700.27,241700.27,ORD-202210-1279,DEL-514,5,90 Days,FOB
19:19.8,China,Jiangsu,Recycling Solutions,Washing Plant,1,200325.43,9.73,180836.65,180836.65,ORD-202210-9572,DEL-653,3,60 Days,FOB
28:07.4,UK,State 3,Special Equipment,Trenchless Equipment,2,155343.72,13.46,134435.24,268870.49,ORD-202210-1189,DEL-739,2,30 Days,FOB
36:55.1,Brazil,State 1,Concrete Pumps,Mobile Pump,2,233170.31,9.86,210179.34,420358.68,ORD-202210-4309,DEL-676,1,60 Days,CIF
45:42.8,Brazil,State 1,Concrete Preparation,Concrete Batching Plant,1,292315.67,7.25,271115.15,271115.15,ORD-202210-2999,DEL-297,1,Immediate,FOB
54:30.4,Germany,Bavaria,Recycling Solutions,Recycling Plant,1,243269.79,0.86,241184.49,241184.49,ORD-202210-9736,DEL-596,2,90 Days,EXW
03:18.1,Germany,Baden-Württemberg,Placing Equipment,Concrete Placing Boom,1,114113.5,6.55,106636.59,106636.59,ORD-202210-7587,DEL-663,1,30 Days,DDP
12:05.8,India,Telangana,Concrete Pumps,Mobile Pump,3,339692.93,6.94,316115.86,948347.57,ORD-202210-1200,DEL-180,5,30 Days,FOB
20:53.4,Russia,State 3,Recycling Solutions,Washing Plant,3,166516.98,0.85,165104.16,495312.49,ORD-202211-1643,DEL-456,2,60 Days,FOB
29:41.1,Russia,State 3,Recycling Solutions,Washing Plant,3,207649.95,2.49,202485.99,607457.96,ORD-202211-2918,DEL-451,5,30 Days,FOB
38:28.8,India,West Bengal,Recycling Solutions,Washing Plant,3,137267.49,8.82,125162.87,375488.61,ORD-202211-2427,DEL-751,2,30 Days,EXW
47:16.4,Brazil,State 3,Placing Equipment,Concrete Placing Boom,3,123919.21,14,106565.94,319697.83,ORD-202211-9782,DEL-459,1,Immediate,FOB
56:04.1,USA,New York,Placing Equipment,Separate Placing Boom,1,112908.77,14.72,96290.19,96290.19,ORD-202211-4619,DEL-978,3,Immediate,CIF
04:51.7,India,Punjab,Placing Equipment,Concrete Placing Boom,3,156344.16,9.95,140785.64,422356.91,ORD-202211-1020,DEL-168,5,30 Days,CIF
13:39.4,USA,Florida,Placing Equipment,Concrete Placing Boom,2,144048.53,10.95,128275.91,256551.82,ORD-202211-4815,DEL-754,5,60 Days,EXW
22:27.1,India,Punjab,Placing Equipment,Separate Placing Boom,3,121638,3.55,117323.41,351970.22,ORD-202211-3348,DEL-525,3,Immediate,EXW
31:14.7,USA,California,Recycling Solutions,Recycling Plant,3,271203.66,9.06,246629.48,739888.45,ORD-202211-1027,DEL-695,1,90 Days,CIF
40:02.4,USA,New York,Special Equipment,Sludge Pump,2,45270.67,11.82,39921.45,79842.9,ORD-202211-7448,DEL-355,1,30 Days,CIF
48:50.1,Germany,Bavaria,Concrete Preparation,Transit Mixer,3,121798.83,5.22,115438.04,346314.12,ORD-202211-8636,DEL-897,5,60 Days,DDP
57:37.7,Brazil,State 1,Concrete Preparation,Concrete Batching Plant,2,266325.71,2.74,259040.3,518080.6,ORD-202211-6634,DEL-457,1,90 Days,FOB
06:25.4,Brazil,State 3,Concrete Pumps,Stationary Pump BP350,1,111398.84,0.58,110748.48,110748.48,ORD-202211-9428,DEL-856,3,Immediate,CIF
15:13.1,India,Tamil Nadu,Placing Equipment,Separate Placing Boom,1,112258.63,2.16,109834.8,109834.8,ORD-202211-2306,DEL-846,5,30 Days,CIF
24:00.7,USA,Illinois,Concrete Pumps,Mobile Pump,1,357275.01,11.37,316653.95,316653.95,ORD-202211-2570,DEL-262,3,90 Days,DDP
32:48.4,USA,Texas,Special Equipment,Sludge Pump,2,61436.71,8.15,56426.83,112853.66,ORD-202211-3531,DEL-367,3,Immediate,CIF
41:36.0,China,Shanghai,Recycling Solutions,Washing Plant,3,147931.54,10.77,131997.6,395992.81,ORD-202211-2613,DEL-138,3,60 Days,DDP
50:23.7,Austria,State 1,Concrete Preparation,Transit Mixer,1,122923.41,8.83,112068.78,112068.78,ORD-202211-1952,DEL-586,1,60 Days,FOB
59:11.4,USA,Florida,Recycling Solutions,Recycling Plant,3,321142.24,3.18,310944.22,932832.65,ORD-202211-6754,DEL-445,2,30 Days,EXW
07:59.0,Brazil,State 3,Special Equipment,Foundation Equipment,2,215844.56,8.81,196830.36,393660.72,ORD-202211-9024,DEL-719,2,Immediate,CIF
16:46.7,India,Karnataka,Concrete Preparation,Concrete Batching Plant,2,275319.8,0.27,274570.78,549141.57,ORD-202211-8033,DEL-222,3,90 Days,FOB
25:34.4,USA,New York,Recycling Solutions,Washing Plant,2,135390.87,4.09,129849.45,259698.91,ORD-202211-8803,DEL-159,3,30 Days,EXW
34:22.0,UK,State 3,Placing Equipment,Concrete Placing Boom,3,117212.76,6.04,110130.92,330392.77,ORD-202211-1222,DEL-678,5,Immediate,EXW
43:09.7,Austria,State 1,Concrete Pumps,Stationary Pump BP1800,1,165044.61,2.91,160243.04,160243.04,ORD-202211-6794,DEL-556,1,60 Days,DDP
51:57.4,Germany,Baden-Württemberg,Concrete Preparation,Concrete Batching Plant,1,265780.88,4,255144.64,255144.64,ORD-202211-7582,DEL-718,5,30 Days,FOB
00:45.0,USA,Illinois,Concrete Preparation,Concrete Batching Plant,3,282189.63,8.11,259307.14,777921.41,ORD-202211-6051,DEL-735,5,60 Days,DDP
09:32.7,India,Kerala,Placing Equipment,Separate Placing Boom,2,105055.22,1.04,103966.92,207933.84,ORD-202211-9823,DEL-193,3,60 Days,FOB
18:20.3,USA,Texas,Recycling Solutions,Washing Plant,3,208241,7.96,191658.72,574976.15,ORD-202211-5330,DEL-439,1,60 Days,EXW
27:08.0,Austria,State 3,Special Equipment,Sludge Pump,1,57974.64,10.11,52111.16,52111.16,ORD-202211-7965,DEL-849,5,Immediate,FOB
35:55.7,Russia,State 3,Recycling Solutions,Washing Plant,2,202299.87,5.64,190895.91,381791.82,ORD-202211-4613,DEL-783,3,Immediate,FOB
44:43.3,USA,California,Concrete Pumps,Mobile Pump,1,327423.13,11.22,290694.52,290694.52,ORD-202211-3898,DEL-873,1,60 Days,FOB
53:31.0,Germany,Baden-Württemberg,Special Equipment,Sludge Pump,1,49091.6,0.23,48976.82,48976.82,ORD-202211-4521,DEL-818,3,60 Days,CIF
02:18.7,India,Delhi,Concrete Pumps,Stationary Pump BP1800,1,194210.74,5.02,184458.89,184458.89,ORD-202211-8791,DEL-891,3,30 Days,CIF
11:06.3,Brazil,State 1,Concrete Preparation,Concrete Batching Plant,2,246312.43,11.21,218703.2,437406.39,ORD-202211-6707,DEL-588,3,90 Days,CIF
19:54.0,USA,California,Concrete Preparation,Concrete Batching Plant,1,324290.39,7.59,299681.13,299681.13,ORD-202211-2247,DEL-789,2,30 Days,EXW
28:41.7,Germany,Berlin,Concrete Pumps,Mobile Pump,3,293324.06,8.52,268342.92,805028.75,ORD-202211-8357,DEL-508,5,90 Days,FOB
37:29.3,USA,Florida,Placing Equipment,Concrete Placing Boom,3,162431.84,9.05,147737.81,443213.42,ORD-202211-6634,DEL-427,5,90 Days,DDP
46:17.0,Germany,North Rhine-Westphalia,Recycling Solutions,Washing Plant,1,188375.45,6.34,176424.29,176424.29,ORD-202211-9701,DEL-204,3,30 Days,CIF
55:04.7,Austria,State 3,Recycling Solutions,Recycling Plant,2,215991.91,0.78,214303.77,428607.54,ORD-202211-6242,DEL-795,1,30 Days,EXW
03:52.3,India,Punjab,Placing Equipment,Separate Placing Boom,1,129314.99,9.87,116556.17,116556.17,ORD-202211-3140,DEL-508,5,60 Days,EXW
12:40.0,Austria,State 3,Special Equipment,Sludge Pump,2,78262.45,10.49,70053.52,140107.05,ORD-202211-1154,DEL-810,1,Immediate,FOB
21:27.6,USA,New York,Recycling Solutions,Recycling Plant,1,257002.15,3.47,248085.6,248085.6,ORD-202211-5323,DEL-166,5,60 Days,EXW
30:15.3,Sweden,State 2,Special Equipment,Sludge Pump,1,67328.94,6.33,63065.4,63065.4,ORD-202211-4385,DEL-144,2,Immediate,EXW
39:03.0,France,State 1,Recycling Solutions,Washing Plant,2,153687.54,3.97,147589.36,295178.73,ORD-202211-2115,DEL-373,5,Immediate,FOB
47:50.6,USA,Florida,Concrete Preparation,Transit Mixer,2,99663.61,9.32,90374.72,180749.43,ORD-202211-2045,DEL-160,3,90 Days,DDP
56:38.3,Austria,State 1,Recycling Solutions,Washing Plant,1,204984.15,5.77,193163.61,193163.61,ORD-202211-6733,DEL-936,3,90 Days,FOB
05:26.0,USA,Illinois,Concrete Pumps,Stationary Pump BP1800,3,238769.62,13.32,206964.25,620892.76,ORD-202211-3877,DEL-677,3,30 Days,EXW
14:13.6,Germany,Baden-Württemberg,Concrete Preparation,Transit Mixer,3,89841.11,10.97,79989.81,239969.42,ORD-202211-2657,DEL-594,1,60 Days,FOB
23:01.3,Germany,Bavaria,Recycling Solutions,Recycling Plant,1,272674.97,12.32,239091.82,239091.82,ORD-202211-2061,DEL-295,1,30 Days,EXW
31:49.0,India,Maharashtra,Recycling Solutions,Washing Plant,1,140190.62,12.3,122946.03,122946.03,ORD-202211-2879,DEL-209,2,30 Days,DDP
40:36.6,Netherlands,State 2,Concrete Preparation,Transit Mixer,1,93246.26,10.25,83691.91,83691.91,ORD-202211-9113,DEL-975,1,30 Days,FOB
49:24.3,Germany,Bavaria,Placing Equipment,Separate Placing Boom,1,104830.41,4.21,100419.04,100419.04,ORD-202211-7950,DEL-740,2,Immediate,CIF
58:11.9,Austria,State 3,Concrete Preparation,Transit Mixer,1,108006.18,4.3,103367.28,103367.28,ORD-202211-5715,DEL-481,2,60 Days,CIF
06:59.6,USA,New York,Special Equipment,Sludge Pump,3,49391.43,1.71,48544.56,145633.68,ORD-202211-5877,DEL-540,3,30 Days,FOB
